transcript	RIBO_GMP_Ven_A	RIBO_GMP_Ven_B	RIBO_GMP_vehicle_A	RIBO_GMP_vehicle_B	RIBO_HSC_Ven_A	RIBO_HSC_Ven_B	RIBO_HSC_vehicle_A	RIBO_HSC_vehicle_B
Sult3a2-202	0	0	0	0	0	0	0	0
Sult4a1-201	0	0	0	0	0	0	0	0
Sult5a1-201	0	0	0	0	0	0	0	0
Sult6b1-204	0	0	0	0	0	0	0	0
Sult6b2-201	0	0	0	0	0	0	0	0
Sumf1-201	63	50	46	68	38	13	75	92
Sumf2-204	60	28	36	54	12	9	32	48
Sumo1-201	258	128	197	177	142	47	149	166
Sumo2-207	337	152	227	244	207	53	196	199
Sumo3-201	35	12	14	14	29	4	16	32
Sun1-201	112	56	94	92	99	39	120	120
Sun2-202	1036	684	819	902	488	253	749	749
Sun3-202	0	0	0	0	0	0	0	0
Sun5-201	0	0	0	0	0	0	0	0
Suox-201	66	48	52	49	8	7	45	30
Supt16-201	1055	451	686	639	936	442	452	397
Supt20-202	131	32	59	84	104	27	66	75
Supt3-201	82	53	57	65	55	30	73	72
Supt4a-201	107	69	77	77	44	23	69	74
Supt5-208	370	150	231	236	281	91	205	194
Supt6-201	501	185	329	283	349	156	216	188
Supt7l-201	53	28	39	45	52	24	54	53
Supv3l1-201	54	25	45	34	32	18	28	27
Surf1-201	39	28	39	40	75	26	39	44
Surf2-201	125	55	78	110	80	33	92	83
Surf4-201	400	132	210	284	180	36	186	173
Surf6-201	142	70	75	102	59	25	84	75
Susd1-201	363	134	188	266	189	64	230	236
Susd2-202	0	0	0	0	2	0	0	0
Susd3-202	12	5	6	8	18	5	25	32
Susd4-201	0	0	0	0	0	0	0	0
Susd5-201	12	12	13	27	2	1	5	2
Susd6-201	66	18	38	57	51	8	63	74
Suv39h1-203	55	26	51	53	53	18	62	41
Suv39h2-201	30	11	13	14	30	3	14	12
Suz12-201	452	192	306	324	393	99	250	262
Sv2a-201	2	0	1	0	2	2	2	1
Sv2b-202	0	0	0	0	0	0	0	0
Sv2c-201	0	0	0	0	0	0	0	0
Sva-201	0	0	0	0	0	0	0	0
Sval1-201	0	0	0	0	0	0	0	0
Sval2-201	0	0	0	0	0	0	0	0
Sval3-201	0	0	0	0	0	0	0	0
Svbp-201	4	0	1	2	5	1	7	1
Svep1-201	24	5	18	6	0	0	0	0
Svil-203	433	200	318	296	165	118	166	113
Svip-201	128	39	55	84	31	5	30	34
Svop-201	0	0	0	0	0	0	1	0
Svopl-202	0	0	0	0	0	0	0	0
Svs1-201	0	0	0	0	0	0	0	0
Svs2-201	0	0	0	0	0	0	0	0
Svs3a-201	0	0	0	0	0	0	0	0
Svs3b-201	0	0	0	0	0	0	0	0
Svs4-201	0	0	0	0	0	0	0	0
Svs5-201	0	0	0	0	0	0	0	0
Svs6-201	0	0	0	0	0	0	0	0
Swap70-201	303	159	179	240	180	97	229	194
Swi5-207	238	112	145	180	212	66	174	199
Swsap1-201	4	1	0	2	1	0	0	1
Swt1-201	62	14	27	31	59	11	32	23
Syap1-201	94	49	63	66	56	14	50	64
Sybu-201	0	0	0	0	0	0	0	0
Syce1-201	0	0	0	0	0	0	0	0
Syce1l-202	0	0	0	0	0	0	0	0
Syce2-202	139	85	72	120	98	37	111	136
Syce3-202	0	0	0	0	0	0	0	0
Sycn-201	0	0	0	0	0	0	0	0
Sycp1-201	0	0	0	0	0	0	0	0
Sycp2-201	0	1	0	2	0	0	0	0
Sycp2l-201	0	0	0	0	0	0	0	0
Sycp3-201	0	0	0	0	0	0	0	0
Syde1-201	0	0	0	0	0	0	0	0
Syde2-201	2	0	0	0	0	0	0	0
Syf2-201	330	198	257	264	164	80	289	261
Syk-203	257	136	198	190	228	88	273	225
Sympk-201	298	134	223	190	292	118	271	277
Syn1-202	0	0	1	0	0	0	0	0
Syn2-201	0	0	0	0	0	0	0	0
Syn3-201	0	0	0	0	0	0	0	0
Syna-201	0	0	0	0	0	0	0	0
Synb-201	0	0	0	0	0	0	0	0
Sync-201	0	0	0	0	0	0	1	0
Syncrip-201	668	348	495	424	481	186	385	363
Syndig1-201	0	0	0	0	0	0	0	0
Syndig1l-201	0	0	0	0	0	0	1	0
Syne1-205	2224	1073	1141	2152	1048	303	1483	810
Syne2-201	219	85	130	154	22	30	16	9
Syne3-202	163	68	114	118	94	42	88	104
Syne4-201	1	0	0	1	0	0	0	0
Syngap1-204	28	15	26	37	27	5	27	26
Syngr1-201	2	0	0	0	0	0	0	0
Syngr2-201	33	12	22	28	13	3	17	18
Syngr3-201	0	0	1	0	0	0	0	0
Syngr4-201	0	0	0	0	0	0	1	0
Synj1-203	188	78	134	112	136	44	123	119
Synj2-201	8	3	9	9	26	5	22	17
Synj2bp-203	31	9	20	30	17	4	19	20
Synm-202	3	0	0	0	0	0	1	1
Synpo-201	0	0	0	0	0	0	0	0
Synpo2-202	0	0	0	0	0	0	1	0
Synpo2l-202	0	0	0	0	0	0	0	0
Synpr-201	0	0	0	0	0	0	0	0
Synrg-202	159	57	108	103	134	47	148	154
Syp-201	9	7	6	16	2	1	3	5
Sypl-202	424	181	311	340	219	136	265	271
Sypl2-201	0	0	0	0	0	0	0	0
Sys1-202	9	3	4	5	13	2	5	11
Syt1-202	0	0	0	0	0	0	0	0
Syt10-201	0	0	0	0	0	0	0	0
Syt11-203	5	0	1	0	3	0	1	3
Syt12-201	0	0	0	0	0	0	0	0
Syt13-201	0	0	0	0	0	0	0	0
Syt14-203	0	0	0	0	0	0	0	0
Syt15-201	0	0	0	0	0	0	0	0
Syt16-203	0	0	0	0	0	0	0	0
Syt17-201	0	0	0	0	0	0	0	0
Syt2-201	1	0	0	0	0	0	0	0
Syt3-201	2	0	2	0	3	0	0	3
Syt4-201	0	0	0	0	0	0	0	0
Syt5-201	0	0	0	0	0	0	0	0
Syt6-201	0	0	0	0	0	0	0	0
Syt7-201	0	0	0	0	0	0	0	0
Syt8-204	0	0	0	0	0	0	0	0
Syt9-201	0	0	0	0	0	0	0	0
Sytl1-201	6	5	3	5	10	2	22	14
Sytl2-203	0	1	0	2	0	0	1	0
Sytl3-201	2	0	0	0	1	0	0	0
Sytl4-201	1	0	0	0	0	0	0	0
Sytl5-201	0	0	0	0	0	0	0	0
Syvn1-204	81	33	47	48	39	11	39	28
Szrd1-203	49	35	35	49	19	12	32	36
Szt2-201	54	20	26	52	69	25	54	39
T-201	0	0	0	0	0	0	0	0
T2-201	0	0	0	0	0	0	0	0
Taar1-201	0	0	0	0	0	0	0	0
Taar2-201	0	0	0	0	0	0	0	0
Taar3-201	0	0	0	0	0	0	0	0
Taar4-201	0	0	0	0	0	0	0	0
Taar5-201	0	0	0	0	0	0	0	0
Taar6-201	0	0	0	0	0	0	0	0
Taar7a-201	0	0	0	0	0	0	0	0
Taar7b-201	0	0	0	0	0	0	0	0
Taar7d-201	0	0	0	0	0	0	0	0
Taar7e-201	0	0	0	0	0	0	0	0
Taar7f-201	0	0	0	0	0	0	0	0
Taar8a-201	0	0	0	0	0	0	0	0
Taar8b-201	0	0	0	0	0	0	0	0
Taar8c-201	0	0	0	0	0	0	0	0
Taar9-201	0	0	0	0	0	0	0	0
Tab1-201	21	17	17	17	21	10	18	19
Tab2-204	107	43	90	51	134	25	95	96
Tab3-201	21	4	15	15	7	2	19	12
Tac1-205	0	0	0	0	0	0	0	0
Tac2-202	0	0	0	0	0	0	0	0
Tac4-201	0	0	0	0	0	0	1	0
Tacc1-201	586	208	334	383	350	106	369	373
Tacc2-203	16	6	13	7	0	3	0	1
Tacc3-202	603	314	473	473	491	175	489	445
Taco1-201	30	20	24	37	21	3	28	19
Tacr1-201	0	0	0	0	0	0	0	0
Tacr2-201	0	0	0	0	0	0	0	0
Tacr3-201	0	0	0	0	0	0	0	0
Tacstd2-201	60	26	37	44	6	1	20	20
Tada1-201	75	22	36	69	50	7	29	31
Tada2a-201	92	27	44	87	56	27	49	55
Tada2b-201	48	11	17	38	27	4	22	24
Tada3-201	30	16	18	35	29	10	40	33
Taf1-206	345	158	258	228	365	102	262	227
Taf10-203	60	23	29	49	39	8	33	32
Taf11-202	60	27	42	60	29	9	35	30
Taf12-201	76	27	44	61	67	12	69	60
Taf13-204	53	28	60	50	74	39	92	81
Taf15-201	762	440	498	655	554	347	569	565
Taf1a-201	53	26	46	36	27	25	41	35
Taf1b-201	88	43	70	69	48	25	63	55
Taf1c-201	17	12	20	21	15	7	16	24
Taf1d-201	153	82	105	102	153	47	123	115
Taf2-201	106	29	56	65	90	25	76	60
Taf3-201	148	69	116	93	116	16	106	72
Taf4-201	68	47	70	54	64	18	56	59
Taf4b-201	17	5	7	11	19	0	14	4
Taf5-201	83	36	55	49	70	21	32	45
Taf5l-202	52	9	27	32	35	14	27	26
Taf6-202	47	14	22	25	50	13	32	37
Taf6l-211	51	20	15	23	42	13	34	42
Taf7-201	87	52	45	78	88	31	85	61
Taf7l-201	0	0	0	0	0	0	0	0
Taf7l2-201	0	0	0	0	0	0	0	0
Taf8-201	58	25	30	45	67	25	61	48
Taf9-205	31	8	27	17	23	2	8	10
Taf9b-201	8	4	4	5	2	4	2	1
Tafa1-202	0	0	0	0	0	0	0	0
Tafa2-204	0	0	0	0	0	0	0	0
Tafa3-201	0	0	0	0	0	0	0	0
Tafa4-201	0	0	0	0	0	0	0	0
Tafa5-202	0	0	0	0	0	0	0	0
Tagap-201	37	13	9	20	23	6	26	20
Tagap1-201	0	0	0	0	0	0	0	0
Tagln-201	0	0	0	0	0	0	0	0
Tagln2-202	569	243	317	360	283	104	333	337
Tagln3-201	0	0	1	1	0	0	3	0
Tal1-201	0	0	0	0	0	0	0	0
Tal2-201	0	0	0	0	0	0	0	0
Taldo1-201	640	353	413	530	384	143	441	471
Tamm41-201	64	33	32	56	22	5	32	30
Tanc1-201	4	0	5	2	13	2	12	15
Tanc2-202	2	0	3	1	1	1	0	1
Tango2-201	18	10	21	23	9	2	11	15
Tango6-201	44	15	34	39	38	18	35	30
Tank-201	126	50	63	74	49	12	74	58
Taok1-202	141	46	98	104	133	29	119	93
Taok2-202	140	55	111	114	125	32	100	82
Taok3-203	474	204	317	280	338	85	395	368
Tap1-206	302	147	174	244	163	87	212	274
Tap2-201	750	344	455	616	289	144	428	552
Tapbp-201	207	120	161	200	88	44	141	223
Tapbpl-201	46	22	31	45	19	14	38	42
Tapt1-201	97	28	63	64	53	8	43	54
Tarbp1-201	80	24	36	48	75	22	56	51
Tarbp2-201	16	5	14	11	17	1	14	8
Tardbp-202	760	383	607	533	491	244	494	425
Tarm1-203	10	4	8	12	5	3	5	13
Tars-201	477	195	295	276	272	119	229	184
Tars2-201	101	30	55	46	55	17	32	35
Tarsl2-201	54	25	26	58	29	10	49	42
Tas1r1-201	4	0	2	2	0	0	1	0
Tas1r2-201	0	0	0	0	0	0	0	0
Tas1r3-201	0	0	0	0	0	0	0	0
Tas2r102-201	0	0	0	0	0	0	0	0
Tas2r103-201	0	0	0	0	0	0	0	0
Tas2r104-201	0	0	0	0	0	0	0	0
Tas2r105-201	0	0	0	0	0	0	0	0
Tas2r106-201	0	0	0	0	0	0	0	0
Tas2r107-201	0	0	0	0	0	0	0	0
Tas2r108-201	0	0	0	0	0	0	0	0
Tas2r109-201	0	0	0	0	0	0	0	0
Tas2r110-201	0	0	0	0	0	0	0	0
Tas2r113-201	0	0	0	0	0	0	0	0
Tas2r114-201	0	0	0	0	0	0	0	0
Tas2r115-201	0	0	0	0	0	0	0	0
Tas2r116-201	0	0	0	0	0	0	0	0
Tas2r117-201	0	0	0	0	0	0	0	0
Tas2r118-201	0	0	0	0	0	0	0	0
Tas2r119-201	0	0	0	0	0	0	0	0
Tas2r120-201	0	0	0	0	0	0	0	0
Tas2r121-201	0	0	0	0	0	0	0	0
Tas2r122-201	0	0	0	0	0	0	0	0
Tas2r123-201	0	0	0	0	0	0	0	0
Tas2r124-201	0	0	0	0	0	0	0	0
Tas2r125-201	0	0	0	0	0	0	0	0
Tas2r126-201	0	0	0	0	0	0	0	0
Tas2r129-201	0	0	0	0	0	0	0	0
Tas2r130-201	0	0	0	0	0	0	0	0
Tas2r131-201	0	0	0	0	0	0	0	0
Tas2r134-201	0	0	0	0	0	0	0	0
Tas2r135-201	0	0	0	0	0	0	0	0
Tas2r136-201	0	0	0	0	0	0	0	0
Tas2r137-201	0	0	0	0	0	0	0	0
Tas2r138-201	0	0	0	0	0	0	0	0
Tas2r139-201	0	0	0	0	0	0	0	0
Tas2r140-201	0	0	0	0	0	0	0	0
Tas2r143-201	0	0	0	0	0	0	0	0
Tas2r144-201	0	0	0	0	0	0	0	0
Tasor-201	174	67	125	118	193	51	160	148
Tasor2-201	121	39	77	56	120	28	70	62
Tasp1-201	17	3	7	4	18	2	10	14
Tat-201	0	0	0	0	0	0	0	0
Tatdn1-209	39	28	43	36	39	11	19	32
Tatdn2-201	84	41	70	48	123	24	79	62
Tatdn3-204	30	14	23	16	17	5	31	17
Tax1bp1-201	1312	743	935	1123	930	384	920	898
Tax1bp3-201	61	17	25	46	16	5	22	19
Taz-201	26	9	20	28	16	2	20	30
Tbata-201	0	0	0	0	0	0	0	0
Tbc1d1-202	60	25	52	46	102	20	75	52
Tbc1d10a-206	14	10	11	9	18	9	12	10
Tbc1d10b-201	237	114	163	167	195	58	246	228
Tbc1d10c-202	0	0	0	0	0	0	0	0
Tbc1d12-201	7	2	6	3	7	2	8	5
Tbc1d13-201	83	28	49	67	80	37	74	70
Tbc1d14-210	29	17	18	25	34	10	27	27
Tbc1d15-201	259	97	187	158	251	118	274	236
Tbc1d16-201	0	0	0	0	4	0	3	1
Tbc1d17-201	39	28	30	38	37	15	48	42
Tbc1d19-201	19	8	11	15	11	1	6	10
Tbc1d2-201	41	18	34	40	41	8	41	33
Tbc1d20-201	22	5	16	17	29	6	18	22
Tbc1d21-201	0	0	0	0	0	0	0	0
Tbc1d22a-201	46	29	40	41	66	16	56	65
Tbc1d22b-201	58	23	37	39	54	7	28	29
Tbc1d23-201	73	17	54	47	40	8	35	33
Tbc1d24-205	18	3	4	7	17	2	18	9
Tbc1d25-201	16	4	6	11	5	5	8	7
Tbc1d2b-201	245	99	159	166	226	52	187	164
Tbc1d30-201	23	8	13	17	16	6	25	21
Tbc1d31-201	236	73	148	133	202	91	133	175
Tbc1d32-201	36	8	25	20	26	18	26	27
Tbc1d4-209	0	0	0	2	2	0	0	0
Tbc1d5-201	45	14	21	24	59	17	36	32
Tbc1d7-202	27	10	12	16	15	2	15	9
Tbc1d8-201	56	30	29	51	49	9	63	45
Tbc1d8b-201	78	29	50	53	41	9	51	44
Tbc1d9-202	2	0	2	3	6	1	3	2
Tbc1d9b-201	264	104	145	165	171	35	176	135
Tbca-201	348	184	200	243	249	68	235	261
Tbcb-201	149	55	68	108	74	26	75	75
Tbcc-201	52	25	24	44	29	13	39	35
Tbccd1-201	14	3	3	9	16	5	7	4
Tbcd-201	178	67	149	134	150	55	98	102
Tbce-201	74	25	46	47	28	21	43	37
Tbcel-201	21	18	12	18	12	3	13	6
Tbck-202	99	46	75	57	97	27	83	57
Tbk1-201	308	132	243	229	336	111	285	282
Tbkbp1-204	99	30	74	63	25	4	42	26
Tbl1x-201	91	31	49	52	70	22	47	58
Tbl1xr1-203	225	63	127	124	126	28	101	110
Tbl2-204	66	29	47	60	32	21	43	49
Tbl3-202	103	36	64	66	78	66	80	67
Tbp-211	53	25	21	28	62	11	39	34
Tbpl1-202	37	11	24	18	36	3	32	19
Tbpl2-201	0	0	0	0	0	0	0	0
Tbr1-201	0	0	0	0	0	0	0	0
Tbrg1-201	41	18	27	33	19	5	17	21
Tbrg4-212	66	24	58	56	53	17	40	37
Tbx1-203	0	0	0	0	0	0	0	0
Tbx10-201	0	0	0	0	0	0	0	0
Tbx15-201	0	0	0	0	0	0	0	0
Tbx18-201	0	0	0	0	0	0	0	0
Tbx19-201	0	0	0	0	0	0	0	0
Tbx2-201	0	0	0	0	0	0	0	0
Tbx20-201	0	0	0	0	0	0	0	0
Tbx21-201	2	0	0	0	0	0	0	0
Tbx22-203	0	0	0	0	0	0	0	0
Tbx3-202	0	0	0	0	0	0	0	0
Tbx4-203	0	0	0	0	0	0	0	0
Tbx5-201	0	0	0	0	0	0	0	0
Tbx6-201	0	0	0	0	0	0	0	0
Tbxa2r-202	0	0	0	0	0	0	0	0
Tbxas1-201	25	28	21	41	15	7	32	29
Tc2n-204	0	0	0	0	0	0	0	0
Tcaf1-201	0	0	0	0	0	0	0	0
Tcaf2-201	0	0	0	0	0	0	0	0
Tcaf3-201	0	0	0	0	0	0	0	0
Tcaim-201	16	8	10	8	8	4	4	6
Tcam1-201	26	20	23	26	14	9	7	17
Tcap-201	0	0	0	0	0	0	0	0
Tcea1-201	336	147	195	193	185	87	173	173
Tcea2-201	3	1	5	7	4	2	5	6
Tcea3-201	0	0	0	0	0	0	1	1
Tceal1-201	1	2	2	1	5	0	0	1
Tceal3-202	0	0	0	0	0	0	0	0
Tceal5-201	0	0	0	0	0	0	0	0
Tceal6-201	0	0	0	0	0	0	0	0
Tceal7-201	0	0	0	0	0	0	0	0
Tceal8-204	31	33	54	43	0	1	1	1
Tceal9-201	208	99	163	164	126	53	144	156
Tceanc-202	9	5	14	11	27	1	16	15
Tceanc2-202	68	28	49	36	62	15	68	57
Tcerg1-209	549	291	422	416	474	212	392	339
Tcerg1l-201	0	0	0	0	0	0	0	0
Tcf12-202	59	23	29	33	69	13	51	47
Tcf15-201	0	0	0	0	0	0	0	0
Tcf19-202	2	2	1	2	14	1	23	21
Tcf20-201	267	94	173	170	219	35	155	150
Tcf21-201	0	0	0	0	0	0	0	0
Tcf23-201	0	0	0	0	0	0	0	0
Tcf24-202	34	8	6	7	0	0	0	0
Tcf25-201	269	99	182	206	164	38	179	134
Tcf3-209	51	40	78	50	120	27	83	87
Tcf4-207	19	13	14	13	21	12	38	44
Tcf7-202	0	0	2	0	0	0	0	0
Tcf7l1-201	2	1	0	0	0	0	0	0
Tcf7l2-202	6	1	9	2	5	1	5	2
Tcfl5-201	0	0	0	0	0	0	0	0
Tchh-201	8	2	1	8	3	0	2	2
Tchhl1-201	0	0	0	0	0	0	0	0
Tchp-201	14	14	14	19	15	7	15	15
Tcim-201	0	0	0	0	0	0	0	0
Tcirg1-204	211	132	168	205	141	57	158	173
Tcl1-201	0	0	0	0	0	0	0	0
Tcl1b1-201	0	0	0	0	0	0	0	0
Tcl1b2-201	0	0	0	0	0	0	0	0
Tcl1b3-201	0	0	0	0	0	0	0	0
Tcl1b4-201	0	0	0	0	0	0	0	0
Tcl1b5-201	0	0	0	0	0	0	0	0
Tcn2-207	363	182	245	300	143	45	229	257
Tcof1-204	246	93	141	136	234	79	101	78
Tcp1-209	1226	572	955	817	1229	398	766	726
Tcp10a-202	0	0	0	0	0	0	0	0
Tcp10b-202	0	0	0	0	0	0	0	0
Tcp10c-201	0	0	0	0	0	0	0	0
Tcp11-201	0	0	2	0	0	0	1	2
Tcp11l1-202	14	5	6	9	2	2	2	4
Tcp11l2-201	53	18	32	28	18	8	40	40
Tcp11x2-201	0	0	0	0	0	0	0	0
Tcstv1-201	0	0	0	0	0	0	0	0
Tcstv3-202	0	0	0	0	0	0	0	0
Tcta-202	3	2	0	1	1	0	0	1
Tcte1-201	0	0	0	0	0	0	0	0
Tcte2-208	0	0	0	0	0	0	0	0
Tcte3-201	0	0	0	0	0	0	0	0
Tctex1d1-202	3	1	0	3	0	0	0	0
Tctex1d2-201	63	40	46	58	21	12	43	37
Tctex1d4-201	0	0	0	0	0	0	0	0
Tctn1-201	11	1	4	2	1	1	2	1
Tctn2-201	0	0	0	0	0	0	0	0
Tctn3-201	12	6	5	8	2	3	3	4
Tdg-208	124	64	87	96	75	34	70	83
Tdgf1-201	0	0	0	0	0	0	0	0
Tdh-201	0	0	0	0	0	0	0	0
Tdo2-201	0	0	0	0	0	0	0	0
Tdp1-207	30	14	25	18	17	13	17	14
Tdp2-201	133	61	120	80	116	61	114	87
Tdpoz1-202	0	0	0	0	0	0	0	0
Tdpoz2-201	0	0	0	0	0	0	0	0
Tdpoz3-201	0	0	0	0	0	0	0	0
Tdpoz4-201	0	0	0	0	0	0	0	0
Tdpoz5-201	0	0	0	0	0	0	0	0
Tdrd1-202	0	0	0	0	0	0	0	0
Tdrd12-204	0	0	0	0	0	0	0	0
Tdrd3-202	128	50	73	90	90	30	45	54
Tdrd5-201	1	1	2	0	0	0	0	0
Tdrd6-203	0	0	0	0	0	0	0	0
Tdrd7-201	117	37	65	66	123	43	102	68
Tdrd9-201	1	1	0	2	10	0	17	10
Tdrkh-202	113	40	70	80	41	17	40	46
Tdrp-201	0	0	0	0	0	0	0	0
Tead1-201	0	0	0	0	0	0	0	1
Tead2-203	0	0	0	0	0	0	0	0
Tead3-201	0	0	0	0	0	0	0	0
Tec-201	150	55	70	90	121	24	147	134
Tecpr1-201	18	5	14	17	19	8	18	16
Tecpr2-202	48	23	34	32	44	14	44	27
Tecr-201	132	64	84	106	66	17	72	72
Tecrl-201	0	0	0	0	0	0	0	0
Tecta-201	0	0	0	0	0	0	0	0
Tectb-201	0	0	0	0	0	0	0	0
Tedc1-201	20	10	14	18	31	8	20	20
Tedc2-201	15	5	10	12	9	2	9	10
Teddm1a-201	0	0	0	0	0	0	0	0
Teddm1b-201	0	0	0	0	0	0	0	0
Teddm2-201	0	0	0	0	0	0	0	0
Teddm3-201	0	0	0	0	0	0	0	0
Tef-202	23	12	18	14	4	0	9	7
Tefm-201	53	34	44	39	21	7	29	29
Tek-203	0	1	0	0	0	0	0	0
Tekt1-201	0	0	0	0	0	0	0	0
Tekt2-202	0	0	0	0	0	0	0	0
Tekt3-201	0	0	0	0	0	0	0	0
Tekt4-201	0	0	0	0	0	0	0	0
Tekt5-201	0	0	0	0	0	0	0	0
Telo2-202	31	28	24	26	29	16	34	21
Ten1-201	30	22	23	30	19	7	22	30
Tenm1-203	0	0	0	0	0	0	0	0
Tenm2-202	0	0	0	0	0	0	0	0
Tenm3-201	0	0	0	0	0	0	0	0
Tenm4-202	0	0	0	0	0	1	1	0
Tent2-201	101	37	68	72	67	12	74	51
Tent4a-201	37	7	13	21	11	1	5	8
Tent4b-203	100	30	68	72	81	24	58	48
Tent5a-201	321	127	227	217	245	99	252	281
Tent5b-201	0	0	0	0	0	0	0	0
Tent5c-201	3	6	4	6	6	3	10	10
Tent5d-204	0	0	0	0	0	0	0	0
Tep1-201	199	87	167	166	218	88	181	170
Tepp-204	0	0	0	0	0	0	0	0
Tepsin-202	8	5	3	8	16	8	13	11
Terb1-201	0	0	0	0	0	0	0	0
Terb2-201	0	0	0	0	0	0	0	0
Terf1-203	224	119	180	155	111	50	133	112
Terf2-204	93	44	75	65	73	16	66	59
Terf2ip-201	41	21	23	35	44	16	45	45
Tert-201	0	1	2	0	2	0	1	2
Tes-202	178	48	81	94	67	21	92	65
Tes3-ps-201	0	0	0	0	0	0	0	0
Tesc-201	1	1	0	2	9	0	14	1
Tescl-201	0	0	0	0	0	0	0	0
Tesk1-201	2	0	3	1	9	3	6	7
Tesk2-201	22	7	18	17	35	7	28	26
Tesmin-201	2	4	12	10	4	2	9	9
Tespa1-201	170	81	113	104	41	11	65	62
Tet1-206	1	0	1	0	2	0	1	1
Tet2-201	299	100	175	157	254	62	235	221
Tet3-203	126	46	82	78	91	39	102	101
Tex10-206	114	51	63	53	101	25	59	72
Tex101-201	0	0	0	0	0	0	0	0
Tex11-201	0	0	0	0	0	0	0	0
Tex12-202	0	0	0	0	0	0	0	0
Tex13a-201	0	0	0	0	0	0	0	0
Tex13b-201	0	0	0	0	0	0	0	0
Tex13c1-201	0	0	0	0	0	0	0	0
Tex13c2-201	0	0	0	0	0	0	0	0
Tex13c3-201	0	0	0	0	0	0	0	0
Tex14-201	1	1	0	0	3	0	5	21
Tex15-201	15	5	7	8	2	0	3	4
Tex16-201	0	0	0	0	0	0	0	0
Tex19.1-201	0	0	0	0	0	0	0	0
Tex19.2-201	0	0	0	0	0	0	0	0
Tex2-201	133	46	88	79	108	26	69	100
Tex21-201	0	0	0	0	0	0	0	0
Tex22-201	0	0	0	0	0	0	0	1
Tex24-201	0	0	0	0	0	0	0	0
Tex26-205	0	0	0	0	0	0	0	0
Tex261-201	46	4	23	30	23	9	24	25
Tex264-202	76	25	41	51	25	5	32	45
Tex28-202	0	0	0	0	0	0	0	0
Tex29-201	0	0	0	0	0	0	0	0
Tex30-208	80	33	32	57	30	12	36	30
Tex33-201	2	1	2	2	0	0	2	0
Tex35-202	0	0	0	0	0	0	0	0
Tex36-201	0	0	0	0	0	0	0	0
Tex37-201	0	0	0	0	0	0	0	0
Tex38-201	0	0	0	0	0	0	0	0
Tex43-201	0	0	0	0	0	0	0	0
Tex44-201	0	0	0	0	0	0	0	0
Tex45-201	0	0	0	0	0	0	0	0
Tex46-201	0	0	0	0	0	0	0	0
Tex47-203	0	0	0	0	0	0	0	0
Tex48-201	0	0	0	0	0	0	0	0
Tex50-201	0	0	0	0	0	0	0	0
Tex52-201	1	0	0	0	0	0	0	0
Tex55-201	0	0	0	0	0	0	0	0
Tex9-209	26	2	10	12	18	7	12	12
Tfam-201	82	41	74	84	83	21	82	75
Tfap2a-202	0	0	1	0	0	0	1	0
Tfap2b-201	0	0	0	0	0	0	0	0
Tfap2c-201	0	0	0	0	0	0	0	0
Tfap2d-201	0	0	0	0	0	0	0	0
Tfap2e-201	0	0	0	0	0	0	0	0
Tfap4-201	105	43	55	95	79	23	109	102
Tfb1m-201	29	9	12	10	9	4	3	5
Tfb2m-201	33	8	33	23	65	15	43	56
Tfcp2-204	24	7	9	11	11	3	8	9
Tfcp2l1-201	0	0	0	0	0	0	0	1
Tfdp1-204	216	102	152	154	237	59	148	143
Tfdp2-201	16	7	7	4	16	10	12	16
Tfe3-201	28	8	12	12	10	3	10	10
Tfeb-201	30	6	8	16	15	5	24	22
Tfec-201	158	62	101	97	106	21	77	62
Tff1-201	0	0	0	0	0	0	0	0
Tff2-201	0	0	0	0	0	0	0	0
Tff3-201	0	0	0	0	0	0	0	0
Tfg-201	58	11	19	27	16	11	22	15
Tfip11-201	123	53	64	59	100	39	79	59
Tfpi-206	134	101	124	138	122	57	107	159
Tfpi2-201	18	6	10	16	0	0	7	8
Tfpt-204	24	8	19	19	19	5	16	17
Tfr2-207	7	10	3	5	0	1	4	4
Tfrc-201	345	166	249	270	244	60	137	145
Tg-201	18	10	28	14	3	0	9	4
Tgds-201	68	31	53	46	50	18	39	37
Tgfa-201	0	0	0	0	0	0	0	0
Tgfb1-201	412	191	268	317	326	79	281	296
Tgfb1i1-207	0	0	1	0	0	0	0	0
Tgfb2-201	0	1	0	0	1	0	0	0
Tgfb3-201	0	0	0	0	0	0	0	0
Tgfbi-201	101	27	71	63	66	20	68	85
Tgfbr1-201	158	60	105	106	78	37	102	88
Tgfbr2-201	15	7	9	13	13	3	26	28
Tgfbr3-201	0	0	3	4	0	0	0	0
Tgfbr3l-201	0	0	0	0	0	0	0	0
Tgfbrap1-201	55	19	35	30	57	17	43	36
Tgif1-201	10	1	12	6	4	4	13	5
Tgif2-202	0	0	0	0	0	0	0	0
Tgif2lx1-201	0	0	0	0	0	0	0	0
Tgif2lx2-201	0	0	0	0	0	0	0	0
Tgm1-202	28	13	27	28	22	5	24	20
Tgm2-201	25	11	17	23	19	2	22	18
Tgm3-201	4	0	2	3	2	0	1	3
Tgm4-201	0	0	0	0	1	0	0	1
Tgm5-201	0	0	0	0	0	0	0	0
Tgm6-201	0	0	0	0	0	0	0	0
Tgm7-201	0	0	0	0	1	0	0	0
Tgoln1-201	148	71	96	121	53	28	95	126
Tgs1-201	200	83	139	123	108	53	107	94
Tgtp1-201	0	0	0	0	0	0	0	0
