transcript	RIBO_GMP_Ven_A	RIBO_GMP_Ven_B	RIBO_GMP_vehicle_A	RIBO_GMP_vehicle_B	RIBO_HSC_Ven_A	RIBO_HSC_Ven_B	RIBO_HSC_vehicle_A	RIBO_HSC_vehicle_B
Dennd5b-201	0	0	0	0	0	0	1	0
Dennd6a-201	12	6	4	11	22	2	14	12
Dennd6b-201	1	1	0	1	1	0	1	1
Denr-201	228	91	124	148	80	12	90	80
Depdc1a-202	62	30	44	58	38	19	38	32
Depdc1b-201	115	54	71	98	116	56	87	100
Depdc5-204	65	17	42	43	122	26	63	66
Depdc7-201	37	13	18	23	35	6	22	18
Depp1-201	0	1	0	3	0	1	1	1
Deptor-202	12	3	7	11	14	2	8	5
Dera-201	143	70	93	129	67	33	77	83
Derl1-201	182	86	125	163	82	29	98	121
Derl2-206	20	11	16	18	14	0	20	14
Derl3-201	1	0	0	0	0	0	0	1
Des-201	0	0	0	0	0	0	0	0
Desi1-206	6	4	2	4	1	2	3	4
Desi2-201	5	0	3	5	5	0	4	5
Det1-201	7	4	3	2	9	3	11	11
Deup1-201	0	0	0	0	0	0	0	0
Dexi-203	0	0	0	0	0	0	0	0
Dffa-201	25	27	29	25	25	5	40	38
Dffb-201	38	21	24	32	30	7	49	32
Dgat1-201	213	66	119	137	73	18	85	71
Dgat2-201	51	7	27	34	21	2	25	19
Dgat2l6-201	0	0	0	0	0	0	0	0
Dgcr2-201	0	0	0	0	0	0	0	0
Dgcr6-206	10	4	10	10	21	1	9	13
Dgcr8-201	161	44	70	104	121	29	101	89
Dgka-201	77	45	55	54	59	20	75	58
Dgkb-201	0	0	0	0	0	0	1	0
Dgkd-201	200	70	113	129	184	61	163	126
Dgke-202	19	6	11	12	16	6	12	13
Dgkg-202	171	108	146	146	71	21	115	85
Dgkh-201	17	5	8	16	9	5	13	4
Dgki-203	0	0	0	1	0	0	0	0
Dgkk-201	0	0	0	0	0	0	0	0
Dgkq-201	19	11	11	17	13	1	12	6
Dgkz-201	239	107	170	195	291	93	239	191
Dglucy-201	65	31	45	49	100	37	74	108
Dguok-201	64	35	52	75	66	20	74	62
Dhcr24-201	103	58	95	102	42	12	52	65
Dhcr7-201	69	55	68	62	36	12	39	48
Dhdds-209	116	43	69	98	104	42	100	118
Dhdh-201	36	24	30	38	47	12	51	48
Dhfr-201	83	31	38	76	75	25	71	61
Dhh-201	0	0	0	0	0	0	0	0
Dhodh-201	35	16	20	25	22	8	17	19
Dhps-201	60	18	24	36	49	13	51	46
Dhrs1-201	118	60	90	105	76	25	103	94
Dhrs11-201	18	4	14	12	12	8	18	21
Dhrs13-201	32	4	6	8	8	0	11	16
Dhrs2-201	0	0	0	0	0	0	0	0
Dhrs3-206	15	2	6	19	30	15	42	52
Dhrs4-201	215	117	157	197	95	52	132	125
Dhrs7-201	255	142	182	228	155	62	233	248
Dhrs7b-201	47	18	36	35	31	12	35	28
Dhrs7c-205	0	0	0	0	0	0	0	0
Dhrs9-201	7	5	8	8	0	0	2	1
Dhtkd1-202	0	0	0	0	2	0	1	1
Dhx15-201	1079	505	728	670	821	343	689	566
Dhx16-201	160	62	101	98	215	62	129	148
Dhx29-201	127	45	77	75	115	35	57	43
Dhx30-224	118	54	83	82	156	38	57	72
Dhx32-201	20	2	10	9	17	1	21	9
Dhx33-202	77	11	40	28	42	14	34	31
Dhx34-201	33	15	24	21	33	7	36	26
Dhx35-202	59	28	35	34	29	11	19	25
Dhx36-201	254	102	175	177	241	114	124	125
Dhx37-201	112	34	50	61	73	19	39	23
Dhx38-201	416	171	298	299	382	163	304	256
Dhx40-201	143	51	75	64	85	29	100	95
Dhx57-201	59	16	33	37	54	32	32	25
Dhx58-201	42	19	32	33	34	14	28	26
Dhx8-201	252	119	185	142	243	113	189	165
Dhx9-202	1322	651	1102	924	1098	652	645	595
Diablo-203	0	0	0	0	0	0	0	1
Diaph1-205	1189	534	762	832	636	236	857	866
Diaph2-201	213	94	155	134	98	26	77	70
Diaph3-202	503	229	351	389	123	43	120	144
Dicer1-201	203	68	162	133	192	37	113	117
Dido1-202	275	114	158	193	211	70	206	189
Dimt1-201	21	5	14	11	4	1	4	7
Dio1-201	0	0	0	0	0	0	0	0
Dio2-201	15	12	6	17	23	4	32	24
Dio3-202	0	0	0	0	0	0	0	0
Dip2a-201	26	12	13	9	21	5	17	12
Dip2b-202	96	45	79	65	101	49	63	65
Dip2c-203	54	23	42	27	1	0	0	0
Dipk1a-201	51	13	32	36	40	4	38	43
Dipk1b-201	2	1	0	3	0	1	0	2
Dipk1c-204	0	0	0	0	0	0	0	0
Dipk2a-201	116	46	82	112	56	18	76	84
Dipk2b-201	0	0	0	0	0	0	0	0
Diras1-201	0	0	0	0	0	0	0	0
Diras2-201	0	0	1	1	0	0	1	2
Dis3-201	278	117	154	186	188	51	127	88
Dis3l-208	122	53	105	96	150	55	112	96
Dis3l2-201	62	25	41	34	39	18	31	20
Disc1-205	14	6	4	9	8	4	18	21
Disp1-201	22	9	16	11	19	3	12	23
Disp2-201	1	0	0	0	0	0	0	0
Disp3-201	0	0	0	0	0	0	0	0
Dixdc1-203	4	1	3	0	2	0	1	1
Dkc1-201	528	217	340	324	305	103	296	281
Dkk1-201	0	0	0	0	0	0	0	0
Dkk2-201	0	0	0	0	0	0	0	0
Dkk3-201	0	0	0	0	0	0	0	0
Dkk4-201	0	0	0	0	0	0	0	0
Dkkl1-201	1	1	1	0	1	0	0	0
Dlat-201	238	106	160	158	118	54	110	88
Dlc1-201	0	0	1	0	0	0	0	0
Dld-201	525	307	473	385	194	101	209	192
Dlec1-208	11	1	4	5	2	1	4	2
Dleu7-201	0	0	0	0	0	0	0	0
Dlg1-202	144	52	88	104	130	31	117	87
Dlg2-204	1	2	1	0	0	0	0	0
Dlg3-201	1	0	3	0	5	1	2	3
Dlg4-203	5	1	4	4	4	0	2	3
Dlg5-203	0	0	0	0	0	0	1	1
Dlgap1-211	0	0	0	1	0	0	1	0
Dlgap2-209	0	0	0	0	0	0	0	0
Dlgap3-203	0	0	0	0	0	0	0	1
Dlgap4-212	42	18	11	19	36	10	58	53
Dlgap5-201	325	154	219	206	266	132	195	174
Dlk1-201	29	1	24	5	0	0	0	0
Dlk2-203	1	0	0	0	0	0	0	0
Dll1-201	0	0	0	0	0	0	0	0
Dll3-201	0	0	0	0	0	0	0	0
Dll4-201	0	0	0	0	0	0	0	1
Dlst-201	455	236	342	343	246	75	281	258
Dlx1-201	0	0	0	0	0	0	0	0
Dlx2-201	0	0	0	0	0	0	0	0
Dlx3-201	0	0	0	0	0	0	0	0
Dlx4-201	0	0	0	0	0	0	0	0
Dlx5-201	0	0	0	0	0	0	0	0
Dlx6-202	0	0	0	0	0	0	0	0
Dmac1-201	10	1	5	9	7	1	9	10
Dmac2-202	18	7	10	20	17	5	25	21
Dmac2l-204	3	3	0	2	0	1	0	0
Dmap1-201	54	25	47	39	26	20	22	28
Dmbt1-201	0	0	0	0	0	0	0	0
Dmbx1-201	0	0	0	0	0	0	0	0
Dmc1-201	90	44	50	62	48	7	54	64
Dmd-203	0	0	1	0	1	0	0	1
Dmgdh-201	0	0	0	0	0	0	0	0
Dmkn-204	0	0	0	0	2	0	0	0
Dmp1-201	0	1	1	1	1	0	0	1
Dmpk-201	0	0	1	0	0	0	0	0
Dmrt1-201	0	0	0	0	0	0	0	0
Dmrt2-201	3	1	1	2	0	0	0	1
Dmrt3-201	0	0	0	0	0	0	0	0
Dmrta1-201	0	0	0	0	0	0	0	0
Dmrta2-201	0	0	0	2	1	0	0	0
Dmrtb1-201	0	0	0	0	0	0	2	3
Dmrtc1a-204	0	0	0	0	0	0	0	0
Dmrtc1b-201	0	0	0	0	0	0	0	0
Dmrtc1c1-201	0	0	0	0	0	0	0	0
Dmrtc1c2-203	0	0	0	0	0	0	0	0
Dmrtc2-201	0	0	0	0	0	0	0	0
Dmtf1-201	17	8	7	13	21	1	21	18
Dmtn-203	1	0	1	0	0	1	0	1
Dmwd-201	1	1	0	1	0	0	2	0
Dmxl1-202	123	31	70	77	85	23	48	50
Dmxl2-201	257	130	222	237	218	39	199	121
Dna2-203	232	75	125	130	125	46	102	126
Dnaaf1-201	0	0	0	1	0	1	0	0
Dnaaf2-201	1	0	1	2	2	0	2	2
Dnaaf3-201	0	0	1	0	0	0	0	0
Dnaaf4-201	0	0	0	0	0	0	0	0
Dnaaf5-201	15	5	9	12	21	5	14	16
Dnah1-201	2	0	1	1	1	0	0	1
Dnah10-201	0	0	0	0	0	0	0	0
Dnah11-201	0	0	0	0	0	0	0	0
Dnah12-201	12	3	13	8	3	0	6	2
Dnah14-210	0	0	0	0	0	0	0	0
Dnah17-202	3	3	0	2	1	0	0	1
Dnah2-202	0	0	0	1	4	0	1	1
Dnah3-201	0	0	0	0	0	0	0	0
Dnah5-201	0	0	0	0	0	0	0	0
Dnah6-201	3	0	0	1	4	0	2	2
Dnah7a-201	0	0	0	0	0	0	0	0
Dnah7b-201	1	0	0	0	0	0	0	0
Dnah7c-204	0	0	0	0	0	0	1	0
Dnah8-210	1185	425	558	961	683	277	610	476
Dnah9-201	0	0	0	0	0	0	0	0
Dnaic1-201	0	0	0	0	0	0	0	0
Dnaic2-201	0	0	0	0	0	0	0	0
Dnaja1-210	1051	459	654	575	623	201	628	541
Dnaja2-201	563	259	373	367	369	145	333	283
Dnaja3-201	128	61	82	81	73	23	66	60
Dnaja4-201	1	0	0	0	2	0	4	9
Dnajb1-201	170	66	93	104	84	32	129	115
Dnajb11-203	524	229	296	407	267	61	278	279
Dnajb12-204	45	25	29	31	31	5	37	40
Dnajb13-204	0	2	5	1	1	0	1	1
Dnajb14-201	79	29	48	55	29	19	44	34
Dnajb2-207	5	3	4	3	4	1	1	4
Dnajb3-201	0	0	1	0	1	0	0	1
Dnajb4-202	72	37	49	52	45	11	46	40
Dnajb5-202	7	1	3	4	4	1	2	1
Dnajb6-203	243	92	139	171	170	39	146	165
Dnajb7-201	0	0	0	0	0	0	0	0
Dnajb8-201	0	0	0	0	0	0	0	0
Dnajb9-201	61	12	28	32	18	4	49	57
Dnajc1-209	375	134	184	260	107	30	166	146
Dnajc10-201	655	236	441	418	365	78	283	342
Dnajc11-201	175	101	149	153	129	55	161	122
Dnajc12-201	9	6	7	8	11	3	9	13
Dnajc13-201	543	206	379	315	431	134	225	217
Dnajc14-201	150	55	117	123	127	18	123	112
Dnajc15-202	82	32	49	51	45	6	46	60
Dnajc16-201	56	24	33	48	30	11	32	36
Dnajc17-201	87	63	71	80	38	29	58	60
Dnajc18-201	23	9	28	26	12	6	16	13
Dnajc19-202	32	8	9	16	26	2	12	15
Dnajc2-201	549	246	309	330	368	69	322	302
Dnajc21-201	230	92	120	135	117	18	100	79
Dnajc22-201	0	0	0	0	0	0	0	0
Dnajc24-201	103	40	65	71	49	9	69	55
Dnajc25-201	208	96	129	176	43	10	59	68
Dnajc27-201	7	6	4	3	16	4	8	7
Dnajc28-201	1	0	1	2	1	0	0	2
Dnajc3-201	412	135	246	251	217	58	232	260
Dnajc30-201	25	11	11	21	25	6	21	18
Dnajc4-202	13	3	6	1	11	1	8	6
Dnajc5-201	60	12	22	32	13	4	29	23
Dnajc5b-202	0	0	0	0	0	0	0	0
Dnajc5g-201	0	0	0	0	0	0	0	0
Dnajc6-202	0	0	1	0	0	0	0	0
Dnajc7-201	358	161	274	229	305	121	263	266
Dnajc8-202	609	350	462	495	370	136	393	368
Dnajc9-201	431	220	274	321	312	98	332	338
Dnal1-202	1	0	0	1	0	0	2	1
Dnal4-201	10	3	4	15	21	3	9	8
Dnali1-201	0	0	0	0	0	0	0	0
Dnase1-201	0	0	0	0	0	0	0	0
Dnase1l1-201	21	10	13	17	6	4	10	16
Dnase1l2-201	1	0	1	0	2	0	0	0
Dnase1l3-201	1	1	0	1	0	0	2	1
Dnase2a-201	178	79	101	135	75	45	105	133
Dnase2b-202	0	0	0	0	0	0	0	0
Dnd1-201	0	0	0	2	0	0	0	0
Dner-201	0	0	0	0	0	0	0	0
Dnhd1-203	7	3	3	7	5	1	2	3
Dnlz-201	16	9	11	19	11	1	12	14
Dnm1-202	0	1	2	1	0	0	0	1
Dnm1l-202	141	70	83	85	103	35	86	73
Dnm2-211	365	153	250	211	279	94	215	230
Dnm3-201	0	0	0	0	0	0	0	0
Dnmbp-205	62	29	39	37	83	25	87	106
Dnmt1-201	1180	529	807	724	1208	708	544	593
Dnmt3a-201	134	41	75	95	84	40	81	79
Dnmt3b-210	35	15	19	16	39	10	14	24
Dnmt3c-201	0	0	0	1	0	0	0	0
Dnmt3l-205	76	18	33	38	15	2	30	37
Dnpep-201	48	20	38	39	64	32	67	56
Dnph1-201	42	25	30	20	32	10	32	39
Dntt-202	0	0	0	2	0	1	0	1
Dnttip1-201	59	18	27	35	36	5	50	31
Dnttip2-201	250	95	158	134	141	48	96	96
Doc2a-201	0	0	0	0	0	0	0	0
Doc2b-201	0	0	0	0	0	0	0	0
Doc2g-201	1	0	1	1	0	0	0	1
Dock1-201	14	5	6	17	5	4	2	1
Dock10-201	479	191	321	334	535	244	353	351
Dock11-201	441	162	315	241	374	155	228	206
Dock2-201	863	376	585	594	794	375	552	502
Dock3-201	4	2	4	0	0	0	1	0
Dock4-201	6	1	3	2	5	1	1	7
Dock5-201	206	76	126	152	171	28	152	80
Dock6-207	31	17	24	23	28	10	32	26
Dock7-214	124	53	95	71	76	25	44	42
Dock8-201	837	354	606	640	825	290	620	535
Dock9-201	5	3	4	1	2	2	0	1
Dohh-201	38	21	35	24	72	11	35	31
Dok1-201	45	16	28	39	17	6	25	19
Dok2-201	12	10	9	10	3	1	11	8
Dok3-202	120	64	85	150	72	33	105	99
Dok4-201	8	2	5	3	1	0	2	1
Dok5-201	0	0	0	0	0	0	0	0
Dok6-201	0	0	0	0	0	0	1	0
Dok7-203	0	0	0	0	0	0	0	0
Dolk-201	20	6	6	7	6	3	7	7
Dolpp1-201	16	7	10	14	18	1	1	5
Donson-201	68	34	42	45	56	10	53	42
Dop1a-218	81	20	51	47	52	18	47	46
Dop1b-201	54	24	35	52	69	29	72	54
Dot1l-201	125	42	75	98	93	26	69	46
Doxl1-201	0	0	0	0	0	0	0	0
Doxl2-203	0	0	0	0	0	0	0	0
Dpagt1-201	116	26	46	69	33	15	38	40
Dpep1-201	0	1	0	0	0	0	0	0
Dpep2-201	0	0	0	0	0	0	0	0
Dpep2-206	0	0	0	0	0	0	0	0
Dpep2nb-201	0	0	0	0	0	0	0	0
Dpep3-201	0	0	1	0	0	0	0	1
Dpf1-201	0	0	0	0	0	0	0	0
Dpf2-205	74	44	39	64	40	16	60	65
Dpf3-207	2	0	1	2	0	1	0	0
Dph1-201	30	19	27	20	15	6	26	12
Dph2-201	26	11	21	16	38	11	28	24
Dph3-202	55	21	24	33	36	8	45	40
Dph5-201	77	33	62	48	34	19	28	41
Dph6-203	122	72	85	102	71	37	106	96
Dph7-201	8	8	11	12	25	5	15	15
Dpm1-209	0	0	0	0	0	0	0	0
Dpm2-201	6	0	4	7	4	0	6	1
Dpm3-202	24	8	7	24	6	4	8	19
Dpp10-202	0	0	0	0	0	0	0	0
Dpp3-201	292	160	241	236	194	107	207	219
Dpp4-201	2	0	1	4	11	12	33	44
Dpp6-201	1	0	0	0	0	0	1	0
Dpp7-201	12	9	5	11	11	6	8	18
Dpp8-201	253	79	160	176	245	80	224	189
Dpp9-201	114	60	105	91	85	40	65	72
Dppa1-201	0	0	0	0	0	0	0	0
Dppa2-202	0	0	1	0	0	0	0	0
Dppa3-201	0	0	0	0	0	0	0	0
Dppa4-202	0	0	0	0	0	0	0	0
Dppa5a-201	0	0	0	0	0	0	0	0
Dpt-201	0	0	0	0	0	0	0	0
Dpy19l1-206	159	67	127	133	175	60	143	158
Dpy19l2-201	0	0	0	0	0	0	0	0
Dpy19l3-201	48	22	29	33	15	2	15	11
Dpy19l4-201	113	28	72	63	55	15	37	61
Dpy30-202	37	4	12	21	10	3	18	12
Dpyd-201	0	0	0	0	1	0	1	0
Dpys-201	0	0	0	0	0	0	0	0
Dpysl2-201	145	50	96	108	25	31	43	40
Dpysl3-201	0	0	0	0	0	1	0	0
Dpysl4-201	0	0	0	0	0	0	0	0
Dpysl5-203	0	0	0	0	0	0	0	0
Dqx1-201	1	2	1	0	4	1	3	2
Dr1-201	16	2	4	5	5	1	4	4
Dram1-201	26	10	14	28	30	9	32	36
Dram2-202	11	3	7	11	1	3	8	6
Drap1-201	237	109	127	200	131	33	121	117
Draxin-201	0	0	0	0	0	0	0	0
Drc1-201	0	0	1	0	1	0	0	0
Drc3-204	1	2	2	1	0	0	1	0
Drc7-201	1	1	1	0	1	0	6	2
Drd1-201	0	0	0	0	0	0	0	0
Drd2-201	0	0	0	0	0	0	0	0
Drd3-201	0	0	0	0	0	0	0	0
Drd4-201	0	0	0	0	0	0	0	0
Drd5-201	0	0	0	0	0	0	0	0
Drg1-201	255	126	183	204	125	63	125	121
Drg2-201	86	32	52	52	51	26	55	55
Drosha-207	142	64	112	91	148	34	100	85
Drp2-206	0	2	2	0	1	0	0	0
Dsc1-201	0	0	0	0	0	0	0	0
Dsc2-201	0	1	0	0	0	0	0	0
Dsc3-203	0	0	0	0	0	0	0	0
Dscam-201	0	0	0	0	0	0	0	0
Dscaml1-201	0	0	0	0	0	0	0	0
Dscc1-201	94	62	70	71	78	22	67	52
Dse-201	16	12	19	15	27	5	15	12
Dsel-201	1	1	0	0	0	0	0	0
Dsg1a-201	0	0	0	0	0	0	0	0
Dsg1b-201	0	0	0	0	0	0	0	0
Dsg1c-201	0	0	0	0	0	0	0	0
Dsg2-201	0	0	0	0	0	0	0	0
Dsg3-201	0	0	0	0	0	0	0	0
Dsg4-201	0	0	0	0	0	0	0	0
Dsn1-202	37	11	16	16	24	8	23	11
Dsp-201	10	10	6	41	45	8	26	25
Dspp-201	0	0	0	0	0	0	0	0
Dst-201	17	6	8	4	7	0	5	7
Dstn-201	513	316	428	402	383	124	420	372
Dstyk-201	44	23	32	29	41	18	48	36
Dtd1-201	93	43	76	58	66	27	69	72
Dtd2-201	22	10	27	19	19	11	28	22
Dthd1-201	0	0	0	0	0	0	0	0
Dtl-201	170	82	120	120	163	77	123	144
Dtna-201	0	0	0	0	0	0	0	0
Dtnb-201	12	4	7	8	16	3	11	11
Dtnbp1-201	83	27	35	51	41	10	48	55
Dtwd1-202	26	20	36	42	14	9	23	23
Dtwd2-203	4	0	2	6	9	5	5	2
Dtx1-201	0	1	0	1	0	0	0	0
Dtx2-201	8	1	3	4	1	2	3	4
Dtx3-201	2	1	0	1	4	2	1	0
Dtx3l-201	128	43	75	73	99	47	121	111
Dtx4-201	49	19	37	28	74	18	60	44
Dtymk-201	124	56	85	119	122	34	110	109
Duox1-201	0	0	0	0	0	0	0	0
Duox2-203	0	0	0	0	0	0	0	0
Duoxa1-202	0	0	0	0	0	0	0	0
Duoxa2-201	0	0	0	0	0	0	0	0
Dupd1-201	0	0	0	0	0	0	0	0
Dus1l-209	102	53	63	83	59	24	64	58
Dus2-201	26	11	21	9	25	12	13	16
Dus3l-201	40	22	36	34	27	13	32	30
Dus4l-201	25	5	15	13	23	6	17	12
Dusp1-202	15	13	23	13	14	3	10	12
Dusp10-201	0	1	1	1	1	1	0	1
Dusp11-201	37	5	8	19	24	6	11	20
Dusp12-201	13	8	8	13	14	2	5	3
Dusp13-203	0	0	0	0	0	0	0	0
Dusp14-201	0	0	0	0	0	0	0	0
Dusp15-203	0	0	0	0	0	0	0	0
Dusp16-201	0	2	4	0	2	0	3	0
Dusp18-201	0	0	0	0	0	0	0	0
Dusp19-201	23	14	14	12	15	4	7	23
Dusp2-201	6	4	9	6	10	7	14	13
Dusp21-201	0	0	0	0	0	0	0	0
Dusp22-202	33	12	17	22	24	6	35	22
Dusp23-201	18	8	14	11	10	1	13	22
Dusp26-201	0	0	0	0	0	0	0	0
Dusp27-202	0	0	0	0	0	0	0	0
Dusp28-201	2	0	0	1	1	0	1	0
Dusp3-202	7	2	2	1	1	0	2	1
Dusp4-201	0	0	0	0	0	0	0	0
Dusp5-201	9	4	3	6	3	0	8	7
Dusp6-201	22	5	10	17	36	15	30	28
Dusp7-201	8	2	2	1	13	0	16	16
Dusp8-201	0	0	0	0	0	0	0	0
Dusp9-201	1	0	0	0	0	1	0	0
Dut-201	637	306	415	448	514	123	450	436
Duxbl1-201	0	0	0	0	0	0	0	0
Duxbl2-201	0	0	0	0	0	0	0	0
Duxbl3-201	0	0	0	0	0	0	0	0
Duxf3-202	0	0	0	0	0	0	0	0
Dvl1-201	17	8	19	11	36	4	20	7
Dvl2-207	42	14	20	19	39	15	42	26
Dvl3-201	27	9	12	17	16	4	19	12
Dxo-201	21	3	3	17	12	3	10	18
Dydc1-203	0	0	0	0	0	0	0	0
Dydc2-201	0	0	0	0	0	0	0	0
Dym-201	70	38	53	70	88	29	73	98
Dynap-201	0	0	0	0	0	0	0	0
Dync1h1-201	799	355	642	478	528	476	367	310
Dync1i1-204	0	0	0	0	0	0	0	0
Dync1i2-201	551	281	386	406	361	198	381	316
Dync1li1-201	249	110	150	179	140	57	177	163
Dync1li2-201	109	48	64	68	81	27	69	61
Dync2h1-204	81	25	60	50	34	10	18	24
Dync2li1-201	59	27	37	38	13	3	9	17
Dynll1-201	355	151	212	231	311	110	325	334
Dynll2-201	2	2	2	2	6	0	5	5
Dynlrb1-202	87	32	39	57	36	4	56	43
Dynlrb2-201	0	0	0	0	0	0	0	0
Dynlt1a-201	0	0	0	0	0	0	0	0
Dynlt1b-201	11	3	9	8	9	1	7	7
Dynlt1c-201	0	0	0	0	0	0	0	0
Dynlt1f-201	0	0	0	0	0	0	0	0
Dynlt3-201	62	22	54	47	21	8	20	23
Dyrk1a-202	120	32	56	61	122	23	73	62
Dyrk1b-201	2	0	1	0	3	0	2	5
Dyrk2-201	6	7	8	8	13	4	14	5
Dyrk3-201	15	5	12	9	13	3	10	12
Dyrk4-202	0	0	0	1	0	0	0	1
Dysf-201	1	0	0	0	0	0	1	0
Dytn-201	0	0	0	0	0	0	0	0
Dzank1-201	0	0	1	0	0	0	1	0
Dzip1-202	0	0	1	0	0	0	1	0
Dzip1l-203	1	0	0	0	0	0	0	0
Dzip3-201	27	10	15	21	23	7	11	13
E030018B13Rik-201	0	0	0	0	0	0	0	0
E030025P04Rik-201	0	0	0	0	0	0	0	0
E030030I06Rik-202	0	0	0	1	0	0	0	0
E130114P18Rik-201	0	0	0	0	0	0	0	0
E130116L18Rik-201	0	0	0	0	0	0	0	0
E130208F15Rik-201	0	0	0	0	0	0	0	0
E130218I03Rik-208	0	0	0	0	0	0	0	0
E130308A19Rik-202	8	2	10	5	14	0	13	6
E130309D02Rik-201	34	7	14	14	46	6	14	22
E130311K13Rik-201	14	13	13	17	12	1	11	10
E230025N22Rik-201	0	0	0	0	0	0	0	0
E2f1-202	37	13	29	32	54	12	39	44
E2f2-201	28	3	14	18	34	12	16	18
E2f3-203	41	13	18	22	23	5	23	10
E2f4-201	61	23	48	32	112	16	56	43
E2f5-201	2	1	2	0	3	1	4	1
E2f6-201	30	14	17	13	46	8	35	31
E2f7-201	50	15	19	32	41	13	34	33
E2f8-201	262	96	169	171	254	63	221	176
E330009J07Rik-202	20	10	13	9	23	12	21	29
E330014E10Rik-201	0	0	0	0	0	0	0	0
E330017A01Rik-201	0	0	0	0	0	0	0	0
E330021D16Rik-203	1	0	0	0	3	0	0	0
E330034G19Rik-203	0	0	0	0	0	0	0	0
E430018J23Rik-203	2	0	2	3	3	0	3	3
E4f1-201	50	28	40	36	38	10	25	37
ETV3L-202	0	0	0	0	0	0	0	0
Eaf1-201	65	13	24	42	60	13	34	41
Eaf2-204	0	0	0	0	0	0	0	0
Eapp-204	114	55	70	80	71	29	91	64
Ear1-201	11	11	13	0	9	9	0	5
Ear10-201	0	0	0	0	0	0	0	0
Ear14-202	0	0	0	0	0	0	0	0
Ear2-201	12	14	12	7	19	23	9	24
Ear6-202	1	3	0	4	5	11	0	2
Ears2-201	30	15	20	18	20	16	25	27
Ebag9-203	167	73	100	118	93	14	106	92
Ebf1-201	0	0	0	0	0	1	0	0
Ebf2-203	1	0	0	0	0	0	1	0
Ebf3-201	1	0	0	0	1	0	0	0
Ebf4-201	0	0	0	0	0	0	0	0
Ebi3-201	10	0	2	2	2	1	1	0
Ebna1bp2-201	301	124	184	203	150	59	161	180
Ebp-201	108	34	78	77	63	22	64	68
Ebpl-201	59	22	27	49	26	6	18	24
Ecd-201	171	80	126	100	153	35	110	97
Ece1-201	117	68	74	114	108	65	185	206
Ece2-201	0	0	0	0	0	0	0	0
Ecel1-204	0	0	0	0	0	0	0	0
Ech1-201	138	59	97	87	73	29	97	81
Echdc1-202	46	14	30	23	13	7	25	30
Echdc2-201	0	0	0	0	0	0	0	0
Echdc3-201	1	0	0	1	0	0	0	0
Echs1-201	349	227	290	340	160	95	222	248
Eci1-205	53	30	42	51	40	19	43	44
Eci2-201	64	32	33	45	32	14	34	35
Eci3-201	0	0	0	0	0	0	0	0
Ecm1-202	169	110	137	132	11	5	27	29
Ecm2-201	0	1	0	0	0	0	0	0
Ecpas-202	1291	609	952	964	782	236	529	430
Ecrg4-201	0	0	0	0	0	0	0	0
Ecscr-201	0	0	0	0	0	0	0	0
Ecsit-204	67	37	44	52	43	11	28	32
Ect2-203	260	116	190	191	272	107	176	179
Ect2l-201	0	0	0	0	0	0	0	0
Eda-206	0	0	0	0	0	0	0	0
Eda2r-201	0	0	0	0	0	0	0	0
Edar-201	0	0	0	0	0	0	0	0
Edaradd-201	2	0	0	0	0	0	0	0
Edc3-201	116	28	49	71	83	28	100	75
Edc4-202	116	49	80	78	112	58	70	82
Eddm3b-201	0	0	0	0	0	0	0	0
Edem1-201	209	78	150	154	143	38	138	152
Edem2-201	116	59	94	79	137	45	127	122
Edem3-201	111	47	65	71	72	19	92	105
Edf1-201	119	50	48	70	54	23	81	78
Edil3-202	0	0	0	0	1	0	0	0
Edn1-201	0	0	0	0	0	0	0	0
Edn2-201	0	0	0	0	0	0	0	0
Edn3-201	0	0	0	0	0	0	0	0
Ednra-201	0	1	0	0	0	0	0	0
Ednrb-201	2	2	3	8	4	2	6	2
Edrf1-201	95	45	56	62	58	23	47	43
Eea1-201	330	122	213	246	212	65	233	274
Eed-201	263	114	163	143	188	38	132	114
Eef1a1-201	2719	1466	2052	1882	2009	1092	1832	1698
Eef1a2-201	0	1	0	0	0	0	2	0
Eef1akmt1-203	97	65	73	72	59	19	71	74
Eef1akmt2-201	85	42	54	60	42	6	49	45
Eef1akmt3-201	0	0	0	0	0	0	0	0
Eef1akmt4-201	9	5	1	3	5	0	2	3
Eef1aknmt-201	45	11	24	28	32	18	31	20
Eef1b2-204	1120	683	888	866	1018	371	876	845
Eef1d-218	710	366	521	521	483	184	461	485
Eef1e1-201	98	26	33	49	20	7	21	33
Eef1g-201	1181	648	765	817	817	368	629	641
Eef2-201	2581	1403	2082	1758	2506	1227	2202	2182
Eef2k-201	150	82	121	111	117	40	130	155
Eef2kmt-201	30	13	16	22	39	9	19	30
Eefsec-201	81	25	33	48	49	22	36	31
Eepd1-201	27	15	26	27	23	10	25	23
Efcab1-201	0	0	0	0	0	0	0	0
Efcab10-201	0	0	0	0	0	0	0	0
Efcab11-201	22	7	16	15	13	1	8	7
Efcab12-201	1	0	0	0	0	0	0	1
Efcab14-201	89	18	43	44	87	17	71	60
Efcab2-201	11	8	6	4	5	1	5	8
Efcab3-201	0	0	0	0	0	0	0	0
Efcab5-201	2	1	0	1	2	1	1	0
Efcab6-207	0	0	0	0	0	0	0	0
Efcab7-201	12	2	5	5	2	1	5	0
Efcab8-201	0	1	0	0	0	0	0	0
Efcab9-201	0	1	0	0	0	0	1	2
